Hotel Name,Page,Review Number,Rating,Review Text,Sentiment
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",3,28,,"We had booked beach front room, the room was several rooms back and the staff member told us the closest rooms to the beach were called 'ocean front rooms'!  As no such category exists, we feel we were made fools of.The beach is gravel which felt most unpleasant.Room cleaning was dire on first couple of days, I spent my birthday cleaning the room and bathroom.There are NO baths in any rooms apart from the villas which was difficult for us.There was a dreadful odour of sewage in our room for a couple of days, really unbearable.  Eventually the helpful customer relations manager Christopher moved us to a suite which was lovely.However even in that room, the cleaning staff did not wash the cups/glasses at night, not a 5 star turn down service.The only restaurant lacked any atmosphere and food was only average at ridiculous prices. Bread was 8 euros extra!.  They have Raw Bar and some oriental offerings but all in the same area.Christopher treated us to dinner one night and allowed us to use the Haute Living lounge.However we were delighted we had not booked this accommodation as the Haute Living area was very small, with tiny food offerings and hardly anywhere to sit .They kindly gave us a room at the end so we could wait for our flight which was generous.Overall the hotel was a disappointment for the reasons above though most of the staff tried hard to please, but they could only work with what they had.Thank you Christopher for all your efforts on our behalf.",negative
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",3,29,,"Having recently returned from our holiday at the fabulous hotel, i felt compelled to advise other trip advisor viewers of the most wonderful experience we encountered during our stay. We were greeted at reception with a lovely cold local drink by our host and manager for the week Christoforos. He was such a delighted gentleman, who was always on hand to answer questions and offer his advice, and truly looked after our every need for the whole duration. Well done Christoforos! He has booked our evening dinner reservation, which allowed to enjoy the gastronomic delights of the a la carte menus that evening. This are bordering on Michelin star standards and presented beautifully on every occasion. We were half boarders, and therefore able to sample most of the menu during the week and also to be able to choose from the menu of the day which changed every day. The Snickers dessert was amazing and is a must to try.Breakfast was buffet style and hot drinks could be ordered with your waiter, or self serve, choice to suit you. The range of food available was vast, and incredibly freshly delivered. Nothing was too much trouble and if something wasn’t displayed that you fancied, then all you had to do was ask, the staff were very accommodating.We also had the delight to be introduced to Marena, the Operations Manager, who again was so helpful and understanding. She was always on hand and available and incredibly visitor friendly to ensure everybody’s stay was as memorable as possible. She is a true ambassador for the company and was never afraid to lend a helping hand to all her staff when required and listened to her visitors. Both Marena and Christoforos are real assets to this hotel and business and should be commended for all their hard work and caring attitude.The hotel was extremely clean and comfortable, the rooms were of a good size, the beds were luxurious and toiletries were of the highest quality. Food was incredible and we ate at the Japanese restaurant on a couple of occasions, again which was of the highest quality. Evening entertainment was great, and could be heard whilst dining if you want to have a later evening dinner. We enjoyed the Haute Living concept and experience.I would recommend this hotel highly, and particularly if you wish to have a quiet relaxing time and be amongst other adults given this is an adults ( 18 year old +) only resort and hotel.Well done Marena, keep up the good standards and hope to see you all again soon.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",3,30,,"This is a charming hotel with wonderful food and exceptional service. The location on the beach is stunning with plenty of space with peace and quiet. We had a very comfortable room with a good view across the lawns to the beach 40 yards away.Other reviews have mentioned the offer of an upgrade to the hotel across the road and guess what……we were offered an upgrade when we checked in (we had booked through Tui)! Sounded great, larger room in the newly refurbished hotel block but it wasn’t until we were escorted across the busy road that we began to feel we had been conned. Yes, the room was very large with a jacuzzi on the balcony (from which you could just see the sea 200 yards away) but the road noise and the constant loud music around the pool was not what we had booked…….we had booked a beachside room.That evening we spoke with the receptionist who straightaway said she would try to move us back to the main hotel and the following morning we were very happy to accept a delightful room. They were most helpful but I suspect they must tire of similar requests. Just be honest with guests by saying that the upgrade is without sea view. I am sure that many guests like the new block but it wasn’t was us.Thank you all Domes staff for quickly resolving our disappointment. We would highly recommend this hotel to family and friends.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,31,,"Not five stars!The hotel itself is nicely furnished but is hugely let down by the slow service.We are staying for 9 nights with our daughters and have two Jade suites with Jacuzzis.  The rooms are cleaned very late in the day.The breakfast options are ample, providing the usual egg station, pastries, cold meats and cheeses, fresh fruit juices, and cereals, but it’s painful waiting for the tea and coffee to be served in the morning with an average 15 minute wait.Let alone waiting to be seated in the first place!My daughter is anaphylactic to nuts, and there is incorrect labelling on the foods.The  gym area has all the usual equipment however, there are no toilet facilities nearby so if you are coming to use the air condition gym from the lower part of the hotel, you would need to return back to use your room or reception area toilet and then back to the gym, and with just two treadmills, you would probably find that your tread had been occupied in your absence.The ‘Haute’addition/package is quite dreadful unless you like curly sandwiches with hardly any filling. Also heard other guests complaining about the poor choice and quality.There are also a few pastries, but as mentioned before poor allergy information provided.Beers, soft drinks and wine also provided for those interested.We use the panoramic pool which has one toilet cubicle with a door that doesn’t close on the female side.Courtesy bus Tuesday and Friday to Corfu old town which is worth a visit as not much around the hotel.Won’t be returning. We still have a number of nights remaining!!The pool service again is slow often having to flag the attendant down . It is not particularly busy here, so there is no reason for such slow service.The lifts are often out of service",negative
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,32,,"This is our third visit and had hoped for the same experience but unfortunately the trip wasn’t as enjoyable as on the previous occasions. Certainly would suggest avoiding booking the panoramic part of the hotel especially if you are elderly or less mobile. I travelled with my elderly mother and felt isolated as the small walk to the new lift between the two parts of the hotel is difficult. Further we were unable to use the pool as again the access was via stairs only. Generally the hotel previously was of a very high standard, but now is in need of  renovation. The staff are now a lot younger and inexperienced, only a few seem to go that extra mile.On this occasion we had booked HB but be warned for a bottle of water you are charged an extranet amount of 6 euros. In Corfu Town itself expect to pay around 2 Euros. In the local supermarkets you can pick up a large 2 litre bottle up for 0.40 euros. There are plenty of local travens  be it a short distance walk away.If I do decide to revisit will definitely avoid booking this side of the hotel. I did try and request a change of room but the request fall on deaf ears which was disappointing. Although a buggy service was suggested for my mother it didn’t help to get her to the pool area.I hope this review enables helps others and ensures that they enjoy their experience as I had done previously.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,33,,"We have just returned from 10 days at the Domes Miramare hotel.  From the moment you step into the hotel, you are taken on a journey of relaxation and recoupeation.  The ambience, fragrance, location,  view, not to mention the staff who can't do enough for you.  We will return, this was our first visit.  This hotel is 5* plus.  Standards of cleanliness, hygenie and covid secure considerations are extreemly highly.I would advise taking a pair of beach/water shoes, the beach is gravelly as is the entrance to the sea, the water is crystal clear, clean and the slope into the sea means you can walk a long way out before the water is deep.The hotel breakfast is sublime, something for everyone.  The poolside bar has a more informal menu and the main restaurant in the evening, whilst a little on the expensive side is still great, and expertly cooked and presented.  The concerige are happy to recommend local restaurants outside of the hotel, use them - for insider knowledge beyond trip advisor recommendations.  All recommendations were good.Stepping outside the hotel - the local village is not exceptional, more functional, with a reasonable pizza place, one smarter bar, two taverners in the old village and one gourmet restaurant, and  a number of functional bars and restaurants of no note at all. Local recommended restaurants are within walking distance or the hotel will arrange a taxi.  Further restaurants are avaliable within a short taxi ride.  NB taxi's are slightly on the expensive side.Corfu town is worth spending time, and perhaps an evening shopping and eating. 30 mins away.We used the Corfu green line bus, but also Messonghi travel (in the village outside the hotel, at the far end of the village from the hotel),  for an whole island tour and evening coach trips into Corfu Town.  Pick up and drop off outside the hotel.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,34,,"Just stayed at the hotel and to be honest very disappointed.We were staying in a ""suite"" but it is just a largish bedroom. It is in the new bit across a very busy road with a steep slope up to reception. There is an underpass but involves 2 lifts. The balcony is small and not usable as the road is noisy. Had we known this we would never have booked it. The sea views are marred as the rest of the  hotel is in the way. Not worth what we paid wished we had booked a garden view room on the other side which is much cheaper.The food and drink is very expensive. Having said that the food is really good particularly the Raw Bar. The service is patchy and trying to get coffee at breakfast is a challenge.  There are lots of good restaurants in Moraitika and Messonghi so do try them out. Much cheaper with better and friendlier service.The cleanliness is debatable as the public areas are not being swept. There are bits of rubbish in certain areas that had been there for days. I dropped some feta cheese in the restaurant one morning which l forgot to pick up and it was still there the next morning. Our room is clean enough but no one has cleaned the jacuzzi in the week we had been there  as it was full of insects. An empty bottle of wine in a cooler sat in our room for a few days.The Panoroma pools and sun beds are lovely. However do not arrive early as at  well past 10 in the mornings there are no pool towels out. Umbrellas still not up. Pool bar not open until much later. You get one free water but then are asked to pay for any more. Think the hotel is having a laugh with the prices they are charging. Why is there not a free water dispenser on the bar. To be fair, there is lots of water provided in the room.Door in ladies toilet by the pool does not close properly and there is no outside shower by the pool. The pool is very cold.Do not book any trips or car hire through the hotel as you will be charged commission. Cheaper to book direct.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,35,,"We arrived hot and harried at Domes Miramar, a beautiful, seaside resort about 30 mins from the Corfu airport. Immediately, we were warmly greeted by Christiana Krokidi, who checked us in, showed us the resort and was available to meet our every need during our stay. The comfort of the impeccably clean room made the beautiful views and pampering amenities even more appreciated. Breakfast each day offered  seemingly endless options which were complemented by an impeccably trained staff of servers. Spa, pool, lobby and restaurant spaces are beautifully designed and each one contributed to the delight of the stay. After a week, we left thoroughly refreshed and delighted to have had such a lovely vacation! Christiana, in particular, was such a help to us, and the entire staff from our housekeeper, to the restaurant managers made the lovely property feel like home! If you have the chance to go, be sure to ask for Christiana’s assistance. You won’t regret it.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,36,,"Firstly let me say that this hotel has all the makings of being a good 5* hotel, the setting, the hotel decor, the ambience etc, the room was exceptional and set right on the sea front.  However it has major issues regarding customer service particularly around the restaurants, bars and haute living, minor gripes first regarding the room, no cups for the coffee machine, beautiful white sofa covered in dirty marks, shower door that won't stay closed and no sun loungers or umbrella on arrival had to ask for these.We booked this hotel due to the fact it offers three different styles of restaurants, we paid to have a dine around package, however on check we were told that the Makirs restaurant would not be open until 12/5, this is after we return home.  The two remaining restaurants, one being the Raw was offering a very limited menu which only included sushi and fish dishes, differing from the menu on the hotels website, this left us with only one restaurant the 1962 which offered us the same menu every single night for the week we were there, again a very limited menu selection.As mentioned on previous reviews the restaurant has some serious staff issues.  One particular night we waited half and hour to be told the wine we chose was not available, we then choose another bottle and waited for another 45mins before this arrived, by the time the wine arrived we had already had our starters!  After two hours of waiting for plates to be cleared and mains to arrive we decided not to wait any longer and left the restaurant, at no point during this time were we told of any technical issues.  If this is the case what's wrong with the old fashioned pen and paper and customer communication.Breakfast, the food was always luke warm and ordering and receiving a cup of coffee was hit and miss.  If you were lucky enough to get your coffee which again was warm, ordering a second cup was not an option.Haute Living - apart from the fact that this is in a separate building across the main road, again was not worth having.  The first day we went across around 13.30hrs and there was lovely spread of food and wine and beer to chose from.  However the next day again around 1345hrs and for the rest of the week, there was no food, no white wine, when a member of staff was asked where food was she didn't know.  However when pushed the food arrived around 1415hrs, as did the wine and beer.  This is meant to be exclusive to guests that have paid to have this option available and should have hot and cold food available though out the day.As a summary, this week here was not worth the money paid as the hotel has not delivered what was expected.  Apologies from senior staff on the last day, and an explanation of how they are going to rectify it moving forwards, is not going to help the guests who's holiday has now finished!",negative
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,37,,"The grounds are beautiful but I’m rating it a 3 because I expected it to be a 5 star resort. It’s more like a 4 star so I went it with false expectations.The people are all very kind, concierge is great. Housekeeping came only twice during my 5 night visit. They came every night for turndown but only made the bed and left me water. Coffee pods were never replaced, I had to reuse the coffee cups as those were not refilled either. Small hand towels/washcloths were never refilled during my 5 day stay.The food was average. I expected a lot more, I go to Greece purely for the food, and it didn’t wow me. Much of it needed seasoning and was missing something.The service at the beach was hit and miss. Once I sat at the beach bar for 30 minutes before someone noticed me.It’s probably the best hotel on the island, but as my travel agent previously told me, Ionian islands don’t quite cater to those expecting 5 star service.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,38,,"I'll start by saying that it's not cheap staying here (especially during school holidays), and only each individual will know what they're comfortable/not comfortable paying.That out of the way with, the two best things about this place are easily the location by the beach and the staff. Firstly, location. It's about 35mins from the airport (50 euros one way) and outside a small town. It's not the best location from a surrounding area perspective, but it is also by the beach which is incredible. Being able to very easily get to the water's edge is brilliant and the views across the sea towards mainland Greece are amazing. There are a few very nice restaurants in the local town (recommend Village Taverna and Bella Vista) along with some useful local stores.The staff were amazing, really friendly, helpful, polite, professional, all positive. Can't say anything more about them, they were great.The room was pretty nice, nicely decorated, clean and well furnished although lacking some personality. But obviously, the views out to the sea (for sea view rooms) makes up for this. I will echo what one previous reviewer said about road noise, but it does depend on which room you're in. I couldn't hear road noise at night when our windows/doors were closed but obviously won't be the case for everyone.The main hotel building, lobby and reception area are really nicely decorated, lots of plants and flowers and beautiful olive tree in the middle. On most days during the morning and/or evening, there's musical entertainment which is a really nice touch and adds to the experience.Dinner at Makris was decent if you're into fine dining, but it's expensive for what it is. I'd recommend going to the local tavernas for a more authentic, and less expensive, experience. The hotel also lets you book their speedboat to go into Corfu Town but we found it extortionate at 150 euros one way. The bus is 5 euros return and is probably takes a similar time.Overall, we had a really lovely stay. The location by the beach was brilliant, staff were really nice and the overall atmosphere and vibe of the place was nice (although hotels like this attract a certain type of guest). However, we wouldn't come back anytime soon, not at this price. It was a nice luxury experience, a one-off.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,39,,"Just home and we agree we had a lovely stay, we stayed in a Pavilion Waterfront room, which was just outstanding, very high quality of fitments and furnishings, the sea lapping just a few metres away from our hot tub and decking.The staff were extremely attentive most of the time, but it was early in the season and sometimes they were a little overwhelmed, but they never lost their happy ""can do"" attitude.  The food in both restaurants was really good, it was the first day of the fine dining and the three chefs excelled themselves.All in all we had a truly memorable stay, our first time in Greece, we would be happy to return...",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",4,40,,"We have just come back from the most amazing stay at this wonderful hotel.From the moment we arrived we knew we have 'landed' somewhere really special. We were greeted by a sea of friendly faces and checked into our stunning room which had its own jacuzzi and pool  as well as a lovely sea view.Nothing was too much trouble and ALL the staff deserve a special mention for being friendly , efficient and welcoming.Irini, who was in charge of the haute living section of the hotel, was exceptional and  she went out of her way to ensure that everything we could possibly want was provided for with the maximum efficiency and the minimum fuss. This is a hotel that REALLY understands the power of great service and in our experience this was better than anything we had ever been before.The property is lovely in that it never feels crowded and it is set a few feet from the crystal clear sea. The food is excellent and we moved between the daily menu and A La Carte, It is not cheap but the quality made it seem worth every penny!All in all a truly memorable trip and a hotel I would have no hesitation recommending to anyone who is looking for a peaceful break in an idyllic location with exceptional service.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,41,,"We visited the Domes Miramare for one evening to celebrate our anniversary because our hotel's fine dining was closed that day. Location of the hotel is partly great (if you ignore the noisy main road right next to it). Specifically, the bar and the restaurants are nicely located on the seafront, which is also why we reserved here. Food and drinks were solid.Unfortunately, service was weak at almost any encounter. As a starter, service at the bar for an aperitif was not good. Despite an almost empty bar, we first waited about 15 minutes before we had to go inside and ask if we could order. Then finally, a waitress came out to take our orders. Yet to pay the bill, it was again a struggle to get anyone's attention. In the restaurant, we then felt that almost all the sommeliere's recommendations were about pricey bottles (70€ and up). Moreover, after the main course, we were basically just ignored by our waitress altogether - I am not sure why, but we felt they wanted to call it a day and get rid of guests. Ultimately, to pay, we again had to walk inside because we would not get anyone's attention otherwise.In sum, our experience was not as luxurious as we expected and certainly not as in other Marriott's luxury category hotels we visited. Given the price, the service is simply not up to standards. This seems to be an ongoing weakness that other guests have noted already, and we fully concur. In contrast, we did not have any such issues at our hotel (Marbella Nido), so the Domes Miramare is no longer an option for our next stay in Corfu.As a side note: Both the bar and the restaurant refused to record my Marriott Bonvoy points. Although the hotel participates in the program and I am a Gold Elite member, we were told that this was not possible unless we had a room reservation. I have never experienced this in any Marriott hotel, and I find it unacceptable.",negative
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,42,,"We had a wonderful week stay at Domes Miramar. The location is beyond stunning and the photographs on their website do not actually do the hotel justice.Buffet breakfast was excellent , plenty of choice and the omelette chefs managed to keep up with demand even at peak times.We were on a B and B basis .This worked well as we managed to sample some of the amazing fresh local produce , fish , lobster, Greek salads etc.However the 2 evenings we dined in the hotel the meals were exquisite with the fresh sushi at the Raw bar , the best we have had .Please do not let other reviews put you off , this hotel is one of a kind and the odd order of tea/ coffee that went missing did not in anyway spoil our stay.A special mention to Christopher , Guest relations manager , who made our experience 5 stars. Christopher was incredibly welcoming and responded to all our queries so professionally.Also special thanks to Xenofon who assisted us with booking transports and boat trips through our stay.The one issue we had was sorted out quickly with minimum of fuss and if all hotels had a Christopher there would be much happier guests !We will definitely be back !",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,43,,Beautiful hotel with fantastic staff and amenities. Some rooms walk out onto the sea which is magical. Sort 40 min drive into Corfu old town and easy to tour the island from this location on a scooter that the hotel can organise at a great day rate. Highly recommend,positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,44,,"Our week stay at the end of September at the Domes Miramare was an incredibly relaxing, luxurious, and peaceful experience.  From the moment we entered the hotel we were treated with warmth and courtesy by Petros and every other staff member we encountered. The beach front rooms were a 2 minute, slow walk  to the small pebble shore that turned into sand once you entered the water. The beach lounges were comfortable and plentiful. If you stay in part of the hotel that is across the street, you will be able to take a quick walk to an elevator (or stairs) to a short, well lit tunnel that takes you under the street to the beachfront part of the hotel. However, the huge pool across the street has such a breathtaking, panoramic view of the sea, that you may prefer to spend your time sipping cocktails on the thick, luxurious loungers there instead of coming down to the beach. Servers like Miltiades and the lovely manager of the beachfront restaurant provided us with warm hospitality and made us feel at home. The daily breakfasts were delicious and decadent. Kudos to the general manager for creating an atmosphere of true philoxenia, or love and respect of the stranger, among her staff. I highly suggest scheduling a 1 day speedboat trip to Paxos & Antipaxos on Trident Speedboat Cruises on Kavos, and taking the hotel shuttle to the old town of Corfu. We cannot wait to return to this resort!",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,45,,"This was  our second visit to Domes miramare and we were not disappointed.The fact that this is an adults only hotel makes for a very calm and peaceful atmosphere!The setting of the hotel is superb right on the beach and within an ancient olive grove.There is even an Olive tree in the lounge.The hotel is beautifully presented and architecturally well designedthere are many stunning features in the hotel the curving staircase just off reception is very opulent and beautifully made.We stayed in the one bedroom suite sea view , they are excellent.They are very large with 2 bathrooms a lovely lounge and a good size bedroom the beds are enormous and so comfortable.They also have lovely patios with recliner beds as well as table and chairs.Coffee machines and mineral water is replenished everyday.We also liked the fact that mineral water was brought to you when relaxing by the beach and pool.It was our wedding anniversary and the hotel had put a cake and a bottle of fizz in our room which was very kind ,thoughtful and delicious.The food at the hotel is superb which is one of the main reasons that we returned.We were on half board.The breakfast was a fabulous buffet ,with omelettes and other eggs being cooked to order.There was everything that you could wish for.Dinner was also excellent you had a choice of 4 starters,4 mains and 4 desserts all of which were delicious so it was sometimes very difficult to choose.I love swimming so had the choice of the sea or the pool both of which were excellent for swimming.We stayed for 6 days and as the weather was v good we mainly stayed at the hotel as we were ready for some r and r.However we did enjoy the talk on Oliver oil early one evening which was very informative.So much so that we went to visit the Oliver oil mill the next day.It was a lovely afternoon ,the Dafnis family who have owned and produced the oil for many years were delightful and very generous hosts.We purchased some Olive oil which is being sent over to us.The staff at the hotel are without exception outstanding everyone always had a smile and seemed generally interested in doing everything they could to make the holiday one to remember.Maria was particularly helpful and kind and even remembered us from our last visit.Thank you to all of you and we hope to return again next April.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,46,,"We stayed in a beach facing room with a hot tub, with access to the Haute Room facilities - which were wonderful. The rooms were great, the staff were very friendly and welcoming. The main lobby features different musicians which was a lovely touch. The beach was good and the pools were cooler but still great for our 5-day trip.We were on a half board package which meant we could have breakfast and either a dinner or a lunch. The breakfast was great, with everything you'd want/expect from a premium hotel. There are three restaurants for dinner - the main breakfast restaurant turns in to a sit down service, there is an Asian restaurant and a tasting menu restaurant (we didn't go to this one). Our tip is to request two starters rather than have the dessert, that way you can make the most of the best course. The mains typically don't come with any side dishes, and we found some menu options a little bland. We went back to the Asian restaurant and on the last night had the best dinner of the holiday (2 starters of tuna, sashimi and nigiri).We went off-site for two meals and found the nearby The Village Tavern a great/authentic choice. A day trip to Corfu Town when it rained was nice (a hotel taxi was €55 one-way).",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,47,,"Its a beautiful property but its really geared toward couples who just want to stay put for their trip.  Going in to town was €55 each way, which adds up very quickly. If you have mobility problems make sure they don't put you in the upper building.  That building has amazing views but getting back and forth to the main property was challenging.  They have elevators to help but while I was there 1 elevator was broken and climbing those stairs to go back and forth was painful.The staff is very nice, but as others have mentioned, no one is really in a rush to do anything for you.  I had dinner in 1962 one night - food was very good, but like others mentioned, once you get your food, the staff forgets you're there. It took well over 90 mins for 1 entree and 1 dessert - no starters or anything.I only had housekeeping 1 day and all they did was make the bed.  I expected the glasses to be replaced with clean ones as I had used the others for soda, but they left the dirty glasses in the room, so I washed them.I went with a friend who picked the hotel - if I went back I would choose something closer to town.  But as mentioned, if you're on a honeymoon or anniversary trip, you likely couldn't find a hotel better suited.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,48,,"We stayed at the Miramare at the end of the 2023 season, loved it so much we immediately re booked for the beginning of the 2024 season. And this time we extended our 10 night stay by another 5 nights - that tells you how good it was!The Miramare is just so relaxing, right by the Ionian Sea which tends to be crystal clear and calm. There are of course boat trips and water activities if you want them. We took an all day boat trip to mainland Greece, swam in the Blue Lagoon, stopped at a small bar on the way back.The area of Moraitika / Mesongi isn’t huge but has everything you need there. We took a tour around Corfu and this area definitely more traditional than some of the other tourist type resorts.The hotel itself is some 150 rooms suites and villas split across two areas, waterside and panoramic, each with a different feel. Upstairs is very modern with a large chill out pool. There have been some minor improvements since our last visit, like changes to menus. Its lovely that evening meals are served to the table not the usual buffet style. All the staff are friendly and work really hard. Too many to mention by name but it was lovely to see so many familiar faces still working there. Our favourite change was the call buttons for service on the beach.We were on the Half Board Dine Around option. Food is amazing with both a standard menu and daily specials menu in the main restaurant, an option to dine at the Asian and Fine Dining restaurants and a complimentary lunch all included.Our tour round the island showed us other resorts and hotels. Miramare is still the winner.Looks like we’ll be booking it a third time next season!",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,49,,"We had the pleasure of staying at Domes Miramare, a Luxury Collection Resort, and I can wholeheartedly say that it was an exceptional experience. From the stunning location on the crystal-clear waters of the Sea to the luxurious amenities and impeccable service, everything about this hotel exceeded our expectations.Upon arrival, we were warmly welcomed, and the check-in process was smooth and efficient. The front desk staff were friendly and professional, immediately providing a sense of hospitality.The rooms are spacious, elegantly decorated, and offer a spectacular view of the sea. The beds are incredibly comfortable, and the luxurious bathrooms are equipped with all necessary amenities. The daily housekeeping was flawless, and the room was left in perfect condition every time.The culinary offerings at Domes Miramare are diverse and of the highest quality. The breakfast buffet, in particular, offered a wide selection of delicious dishes. Here, I must especially highlight Mrs. Anna at the breakfast egg station.Mrs. Anna was undoubtedly one of the highlights of our stay. With her boundless energy and constant smile, she warmly greeted guests at the egg station every morning. Not only did she serve perfectly prepared eggs in every conceivable variation, but her friendly and positive demeanor also brightened every guest's day. Her professionalism and dedication are remarkable, creating an atmosphere that made starting the day an absolute delight. It is employees like Mrs. Anna, who are so committed and motivated, that make a stay at a hotel unforgettable.The service throughout the hotel was outstanding. The staff were always helpful, courteous, and ensured that every wish was fulfilled. I was particularly impressed by the attention to detail and the personalized care given to each guest.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",5,50,,"Unfortunately I will echo a number of the more recent reviews and confirm the rooms and service are hugely disappointing.We recently stayed here on our honeymoon and as a Platinum Elite with Marriott we had hopes for an upgrade or at least a preferential room. However, upon check-in we were shown to a room that not only was directly on the pool (zero privacy & loud) but also backed up to the road so we fell asleep and woke up to the sound of the cars each day...to make matters worse, on top of the noise and lack of privacy the bathroom was completely unsafe and unsanitary. It smelled of sewage every single day and the shower door was not sealed properly so it flooded the bathroom each time we showered creating a severe risk of falling and injuring ourselves.We brought each of these items up to the concierge, receptionist and ""guest relations"" staff and asked to switch rooms (no less than five times), and each time we were told they would ""look into it"". For a supposedly five star resort, in the Luxury Collection with Marriott - this is completely unacceptable, especially since the resort was not sold out for the dates of our stay. At the very least, we could have been offered a free dinner, spa treatment or points to make up for the absolute lack of room quality and safety but all of our concerns were ignored.I am sad to say that we will never return to this resort and cannot recommend to anyone either. There are a number of other luxury resorts on Corfu that I would suggest staying at instead.",negative
"Executive Hotel Le Soleil New YorkIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",1,1,,Great location in midtown-  2 blocks from Empire State Building which we could see from our room- which was very clean and comfortable. Staff very friendly and helpful. Great places to eat nearby.They stored our bags after checkout and were able to arrange competitively priced airport transfer.Would recommend nearby Ragtrader bar/restaurant- great fun at their Bo Peeps downstairs speakeasy piano bar.,positive
"Executive Hotel Le Soleil New YorkIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",1,2,,"We stayed 4 nights for a birthday trip. Fantastic location, easy walk to the Empire State Building, Madison Square Garden, Times Square etc. Lots of breakfast options nearby. Room was clean and comfortable and the staff were really friendly throughout and we were able to store our bags on our last day before the flight home. We’d stay here again.",positive
"Executive Hotel Le Soleil New YorkIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",1,3,,"We travelled to New York post Christmas to celebrate my daughter's 21st birthday. I chose this hotel mainly due to the location and room size....wanted to accommodate 3 adults. We booked a Queen Suite which was a great size for 3 adults.....main bedroom was separated from a living area ( both areas had wall mounted TVs ) which had a pullout sofabed....this gave us ample privacy for myself and my daughters. On arrival we had the warmest of welcomes from the reception staff who wished my daughter a Happy birthday and also arranged gifts of wine, chocolates and L'Occitane toiletries to be sent to the room....what a lovely gesture! The hotel was still beautifully decorated for Christmas ( we arrived on the 6th January) with a lovely open fire in the lounge. There was also a complimentary supply of hot chocolate and flavoured water in the foyer throughout our stay which was most welcoming after a day spent out in minus conditions! The room was kept spotless....towels, bottled water and coffee pods were replenished every day. We had such a wonderful time in New York,  enhanced by our stay at this beautiful hotel and would highly recommend for a great stay in Midtown Manhatten!",positive
